section,rail_or_j,col_c,phi_rad,V
MZI,0,0,-1.570796,-3.7500
MZI,2,0,-3.141593,-7.5000
MZI,1,1,0.785398,1.8750
MZI,0,2,-0.785398,-1.8750
MZI,2,2,1.570796,3.7500
MZI,1,3,1.570796,3.7500
OUT,0,,-3.141593,-7.5000
OUT,1,,0.785398,1.8750
OUT,2,,0.000000,0.0000
OUT,3,,-0.785398,-1.8750
